month_day,month,day,date_label,date_slug,card_code,card_label,rank,suit,solar_value,card_slug,canonical_card_url,birthday_url,record_type,exceptional_day_rule,claim_classification,methodology_url,dataset_version
07-29,7,29,July 29,july-29,Q♥,Queen of Hearts,Q,hearts,12,queen-of-hearts,https://cardblueprints.com/birth-card/queen-of-hearts,https://cardblueprints.com/born-on/july-29,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-30,7,30,July 30,july-30,J♥,Jack of Hearts,J,hearts,11,jack-of-hearts,https://cardblueprints.com/birth-card/jack-of-hearts,https://cardblueprints.com/born-on/july-30,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-31,7,31,July 31,july-31,10♥,10 of Hearts,10,hearts,10,10-of-hearts,https://cardblueprints.com/birth-card/10-of-hearts,https://cardblueprints.com/born-on/july-31,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-01,8,1,August 1,august-1,Q♦,Queen of Diamonds,Q,diamonds,38,queen-of-diamonds,https://cardblueprints.com/birth-card/queen-of-diamonds,https://cardblueprints.com/born-on/august-1,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-02,8,2,August 2,august-2,J♦,Jack of Diamonds,J,diamonds,37,jack-of-diamonds,https://cardblueprints.com/birth-card/jack-of-diamonds,https://cardblueprints.com/born-on/august-2,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-03,8,3,August 3,august-3,10♦,10 of Diamonds,10,diamonds,36,10-of-diamonds,https://cardblueprints.com/birth-card/10-of-diamonds,https://cardblueprints.com/born-on/august-3,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-04,8,4,August 4,august-4,9♦,9 of Diamonds,9,diamonds,35,9-of-diamonds,https://cardblueprints.com/birth-card/9-of-diamonds,https://cardblueprints.com/born-on/august-4,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-05,8,5,August 5,august-5,8♦,8 of Diamonds,8,diamonds,34,8-of-diamonds,https://cardblueprints.com/birth-card/8-of-diamonds,https://cardblueprints.com/born-on/august-5,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-06,8,6,August 6,august-6,7♦,7 of Diamonds,7,diamonds,33,7-of-diamonds,https://cardblueprints.com/birth-card/7-of-diamonds,https://cardblueprints.com/born-on/august-6,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-07,8,7,August 7,august-7,6♦,6 of Diamonds,6,diamonds,32,6-of-diamonds,https://cardblueprints.com/birth-card/6-of-diamonds,https://cardblueprints.com/born-on/august-7,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-08,8,8,August 8,august-8,5♦,5 of Diamonds,5,diamonds,31,5-of-diamonds,https://cardblueprints.com/birth-card/5-of-diamonds,https://cardblueprints.com/born-on/august-8,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-09,8,9,August 9,august-9,4♦,4 of Diamonds,4,diamonds,30,4-of-diamonds,https://cardblueprints.com/birth-card/4-of-diamonds,https://cardblueprints.com/born-on/august-9,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-10,8,10,August 10,august-10,3♦,3 of Diamonds,3,diamonds,29,3-of-diamonds,https://cardblueprints.com/birth-card/3-of-diamonds,https://cardblueprints.com/born-on/august-10,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-11,8,11,August 11,august-11,2♦,2 of Diamonds,2,diamonds,28,2-of-diamonds,https://cardblueprints.com/birth-card/2-of-diamonds,https://cardblueprints.com/born-on/august-11,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-12,8,12,August 12,august-12,A♦,Ace of Diamonds,A,diamonds,27,ace-of-diamonds,https://cardblueprints.com/birth-card/ace-of-diamonds,https://cardblueprints.com/born-on/august-12,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-13,8,13,August 13,august-13,K♣,King of Clubs,K,clubs,26,king-of-clubs,https://cardblueprints.com/birth-card/king-of-clubs,https://cardblueprints.com/born-on/august-13,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-14,8,14,August 14,august-14,Q♣,Queen of Clubs,Q,clubs,25,queen-of-clubs,https://cardblueprints.com/birth-card/queen-of-clubs,https://cardblueprints.com/born-on/august-14,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-15,8,15,August 15,august-15,J♣,Jack of Clubs,J,clubs,24,jack-of-clubs,https://cardblueprints.com/birth-card/jack-of-clubs,https://cardblueprints.com/born-on/august-15,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-16,8,16,August 16,august-16,10♣,10 of Clubs,10,clubs,23,10-of-clubs,https://cardblueprints.com/birth-card/10-of-clubs,https://cardblueprints.com/born-on/august-16,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-17,8,17,August 17,august-17,9♣,9 of Clubs,9,clubs,22,9-of-clubs,https://cardblueprints.com/birth-card/9-of-clubs,https://cardblueprints.com/born-on/august-17,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-18,8,18,August 18,august-18,8♣,8 of Clubs,8,clubs,21,8-of-clubs,https://cardblueprints.com/birth-card/8-of-clubs,https://cardblueprints.com/born-on/august-18,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-19,8,19,August 19,august-19,7♣,7 of Clubs,7,clubs,20,7-of-clubs,https://cardblueprints.com/birth-card/7-of-clubs,https://cardblueprints.com/born-on/august-19,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-20,8,20,August 20,august-20,6♣,6 of Clubs,6,clubs,19,6-of-clubs,https://cardblueprints.com/birth-card/6-of-clubs,https://cardblueprints.com/born-on/august-20,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-21,8,21,August 21,august-21,5♣,5 of Clubs,5,clubs,18,5-of-clubs,https://cardblueprints.com/birth-card/5-of-clubs,https://cardblueprints.com/born-on/august-21,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-22,8,22,August 22,august-22,4♣,4 of Clubs,4,clubs,17,4-of-clubs,https://cardblueprints.com/birth-card/4-of-clubs,https://cardblueprints.com/born-on/august-22,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-23,8,23,August 23,august-23,3♣,3 of Clubs,3,clubs,16,3-of-clubs,https://cardblueprints.com/birth-card/3-of-clubs,https://cardblueprints.com/born-on/august-23,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-24,8,24,August 24,august-24,2♣,2 of Clubs,2,clubs,15,2-of-clubs,https://cardblueprints.com/birth-card/2-of-clubs,https://cardblueprints.com/born-on/august-24,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-25,8,25,August 25,august-25,A♣,Ace of Clubs,A,clubs,14,ace-of-clubs,https://cardblueprints.com/birth-card/ace-of-clubs,https://cardblueprints.com/born-on/august-25,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-26,8,26,August 26,august-26,K♥,King of Hearts,K,hearts,13,king-of-hearts,https://cardblueprints.com/birth-card/king-of-hearts,https://cardblueprints.com/born-on/august-26,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-27,8,27,August 27,august-27,Q♥,Queen of Hearts,Q,hearts,12,queen-of-hearts,https://cardblueprints.com/birth-card/queen-of-hearts,https://cardblueprints.com/born-on/august-27,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-28,8,28,August 28,august-28,J♥,Jack of Hearts,J,hearts,11,jack-of-hearts,https://cardblueprints.com/birth-card/jack-of-hearts,https://cardblueprints.com/born-on/august-28,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-29,8,29,August 29,august-29,10♥,10 of Hearts,10,hearts,10,10-of-hearts,https://cardblueprints.com/birth-card/10-of-hearts,https://cardblueprints.com/born-on/august-29,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-30,8,30,August 30,august-30,9♥,9 of Hearts,9,hearts,9,9-of-hearts,https://cardblueprints.com/birth-card/9-of-hearts,https://cardblueprints.com/born-on/august-30,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
08-31,8,31,August 31,august-31,8♥,8 of Hearts,8,hearts,8,8-of-hearts,https://cardblueprints.com/birth-card/8-of-hearts,https://cardblueprints.com/born-on/august-31,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-01,9,1,September 1,september-1,10♦,10 of Diamonds,10,diamonds,36,10-of-diamonds,https://cardblueprints.com/birth-card/10-of-diamonds,https://cardblueprints.com/born-on/september-1,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-02,9,2,September 2,september-2,9♦,9 of Diamonds,9,diamonds,35,9-of-diamonds,https://cardblueprints.com/birth-card/9-of-diamonds,https://cardblueprints.com/born-on/september-2,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-03,9,3,September 3,september-3,8♦,8 of Diamonds,8,diamonds,34,8-of-diamonds,https://cardblueprints.com/birth-card/8-of-diamonds,https://cardblueprints.com/born-on/september-3,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-04,9,4,September 4,september-4,7♦,7 of Diamonds,7,diamonds,33,7-of-diamonds,https://cardblueprints.com/birth-card/7-of-diamonds,https://cardblueprints.com/born-on/september-4,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-05,9,5,September 5,september-5,6♦,6 of Diamonds,6,diamonds,32,6-of-diamonds,https://cardblueprints.com/birth-card/6-of-diamonds,https://cardblueprints.com/born-on/september-5,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-06,9,6,September 6,september-6,5♦,5 of Diamonds,5,diamonds,31,5-of-diamonds,https://cardblueprints.com/birth-card/5-of-diamonds,https://cardblueprints.com/born-on/september-6,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-07,9,7,September 7,september-7,4♦,4 of Diamonds,4,diamonds,30,4-of-diamonds,https://cardblueprints.com/birth-card/4-of-diamonds,https://cardblueprints.com/born-on/september-7,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-08,9,8,September 8,september-8,3♦,3 of Diamonds,3,diamonds,29,3-of-diamonds,https://cardblueprints.com/birth-card/3-of-diamonds,https://cardblueprints.com/born-on/september-8,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-09,9,9,September 9,september-9,2♦,2 of Diamonds,2,diamonds,28,2-of-diamonds,https://cardblueprints.com/birth-card/2-of-diamonds,https://cardblueprints.com/born-on/september-9,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-10,9,10,September 10,september-10,A♦,Ace of Diamonds,A,diamonds,27,ace-of-diamonds,https://cardblueprints.com/birth-card/ace-of-diamonds,https://cardblueprints.com/born-on/september-10,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-11,9,11,September 11,september-11,K♣,King of Clubs,K,clubs,26,king-of-clubs,https://cardblueprints.com/birth-card/king-of-clubs,https://cardblueprints.com/born-on/september-11,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-12,9,12,September 12,september-12,Q♣,Queen of Clubs,Q,clubs,25,queen-of-clubs,https://cardblueprints.com/birth-card/queen-of-clubs,https://cardblueprints.com/born-on/september-12,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-13,9,13,September 13,september-13,J♣,Jack of Clubs,J,clubs,24,jack-of-clubs,https://cardblueprints.com/birth-card/jack-of-clubs,https://cardblueprints.com/born-on/september-13,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-14,9,14,September 14,september-14,10♣,10 of Clubs,10,clubs,23,10-of-clubs,https://cardblueprints.com/birth-card/10-of-clubs,https://cardblueprints.com/born-on/september-14,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-15,9,15,September 15,september-15,9♣,9 of Clubs,9,clubs,22,9-of-clubs,https://cardblueprints.com/birth-card/9-of-clubs,https://cardblueprints.com/born-on/september-15,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-16,9,16,September 16,september-16,8♣,8 of Clubs,8,clubs,21,8-of-clubs,https://cardblueprints.com/birth-card/8-of-clubs,https://cardblueprints.com/born-on/september-16,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-17,9,17,September 17,september-17,7♣,7 of Clubs,7,clubs,20,7-of-clubs,https://cardblueprints.com/birth-card/7-of-clubs,https://cardblueprints.com/born-on/september-17,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-18,9,18,September 18,september-18,6♣,6 of Clubs,6,clubs,19,6-of-clubs,https://cardblueprints.com/birth-card/6-of-clubs,https://cardblueprints.com/born-on/september-18,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-19,9,19,September 19,september-19,5♣,5 of Clubs,5,clubs,18,5-of-clubs,https://cardblueprints.com/birth-card/5-of-clubs,https://cardblueprints.com/born-on/september-19,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-20,9,20,September 20,september-20,4♣,4 of Clubs,4,clubs,17,4-of-clubs,https://cardblueprints.com/birth-card/4-of-clubs,https://cardblueprints.com/born-on/september-20,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-21,9,21,September 21,september-21,3♣,3 of Clubs,3,clubs,16,3-of-clubs,https://cardblueprints.com/birth-card/3-of-clubs,https://cardblueprints.com/born-on/september-21,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-22,9,22,September 22,september-22,2♣,2 of Clubs,2,clubs,15,2-of-clubs,https://cardblueprints.com/birth-card/2-of-clubs,https://cardblueprints.com/born-on/september-22,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-23,9,23,September 23,september-23,A♣,Ace of Clubs,A,clubs,14,ace-of-clubs,https://cardblueprints.com/birth-card/ace-of-clubs,https://cardblueprints.com/born-on/september-23,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-24,9,24,September 24,september-24,K♥,King of Hearts,K,hearts,13,king-of-hearts,https://cardblueprints.com/birth-card/king-of-hearts,https://cardblueprints.com/born-on/september-24,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-25,9,25,September 25,september-25,Q♥,Queen of Hearts,Q,hearts,12,queen-of-hearts,https://cardblueprints.com/birth-card/queen-of-hearts,https://cardblueprints.com/born-on/september-25,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-26,9,26,September 26,september-26,J♥,Jack of Hearts,J,hearts,11,jack-of-hearts,https://cardblueprints.com/birth-card/jack-of-hearts,https://cardblueprints.com/born-on/september-26,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-27,9,27,September 27,september-27,10♥,10 of Hearts,10,hearts,10,10-of-hearts,https://cardblueprints.com/birth-card/10-of-hearts,https://cardblueprints.com/born-on/september-27,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-28,9,28,September 28,september-28,9♥,9 of Hearts,9,hearts,9,9-of-hearts,https://cardblueprints.com/birth-card/9-of-hearts,https://cardblueprints.com/born-on/september-28,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-29,9,29,September 29,september-29,8♥,8 of Hearts,8,hearts,8,8-of-hearts,https://cardblueprints.com/birth-card/8-of-hearts,https://cardblueprints.com/born-on/september-29,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
09-30,9,30,September 30,september-30,7♥,7 of Hearts,7,hearts,7,7-of-hearts,https://cardblueprints.com/birth-card/7-of-hearts,https://cardblueprints.com/born-on/september-30,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-01,10,1,October 1,october-1,8♦,8 of Diamonds,8,diamonds,34,8-of-diamonds,https://cardblueprints.com/birth-card/8-of-diamonds,https://cardblueprints.com/born-on/october-1,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-02,10,2,October 2,october-2,7♦,7 of Diamonds,7,diamonds,33,7-of-diamonds,https://cardblueprints.com/birth-card/7-of-diamonds,https://cardblueprints.com/born-on/october-2,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-03,10,3,October 3,october-3,6♦,6 of Diamonds,6,diamonds,32,6-of-diamonds,https://cardblueprints.com/birth-card/6-of-diamonds,https://cardblueprints.com/born-on/october-3,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-04,10,4,October 4,october-4,5♦,5 of Diamonds,5,diamonds,31,5-of-diamonds,https://cardblueprints.com/birth-card/5-of-diamonds,https://cardblueprints.com/born-on/october-4,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-05,10,5,October 5,october-5,4♦,4 of Diamonds,4,diamonds,30,4-of-diamonds,https://cardblueprints.com/birth-card/4-of-diamonds,https://cardblueprints.com/born-on/october-5,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-06,10,6,October 6,october-6,3♦,3 of Diamonds,3,diamonds,29,3-of-diamonds,https://cardblueprints.com/birth-card/3-of-diamonds,https://cardblueprints.com/born-on/october-6,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-07,10,7,October 7,october-7,2♦,2 of Diamonds,2,diamonds,28,2-of-diamonds,https://cardblueprints.com/birth-card/2-of-diamonds,https://cardblueprints.com/born-on/october-7,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-08,10,8,October 8,october-8,A♦,Ace of Diamonds,A,diamonds,27,ace-of-diamonds,https://cardblueprints.com/birth-card/ace-of-diamonds,https://cardblueprints.com/born-on/october-8,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-09,10,9,October 9,october-9,K♣,King of Clubs,K,clubs,26,king-of-clubs,https://cardblueprints.com/birth-card/king-of-clubs,https://cardblueprints.com/born-on/october-9,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-10,10,10,October 10,october-10,Q♣,Queen of Clubs,Q,clubs,25,queen-of-clubs,https://cardblueprints.com/birth-card/queen-of-clubs,https://cardblueprints.com/born-on/october-10,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-11,10,11,October 11,october-11,J♣,Jack of Clubs,J,clubs,24,jack-of-clubs,https://cardblueprints.com/birth-card/jack-of-clubs,https://cardblueprints.com/born-on/october-11,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-12,10,12,October 12,october-12,10♣,10 of Clubs,10,clubs,23,10-of-clubs,https://cardblueprints.com/birth-card/10-of-clubs,https://cardblueprints.com/born-on/october-12,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-13,10,13,October 13,october-13,9♣,9 of Clubs,9,clubs,22,9-of-clubs,https://cardblueprints.com/birth-card/9-of-clubs,https://cardblueprints.com/born-on/october-13,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-14,10,14,October 14,october-14,8♣,8 of Clubs,8,clubs,21,8-of-clubs,https://cardblueprints.com/birth-card/8-of-clubs,https://cardblueprints.com/born-on/october-14,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-15,10,15,October 15,october-15,7♣,7 of Clubs,7,clubs,20,7-of-clubs,https://cardblueprints.com/birth-card/7-of-clubs,https://cardblueprints.com/born-on/october-15,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-16,10,16,October 16,october-16,6♣,6 of Clubs,6,clubs,19,6-of-clubs,https://cardblueprints.com/birth-card/6-of-clubs,https://cardblueprints.com/born-on/october-16,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-17,10,17,October 17,october-17,5♣,5 of Clubs,5,clubs,18,5-of-clubs,https://cardblueprints.com/birth-card/5-of-clubs,https://cardblueprints.com/born-on/october-17,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-18,10,18,October 18,october-18,4♣,4 of Clubs,4,clubs,17,4-of-clubs,https://cardblueprints.com/birth-card/4-of-clubs,https://cardblueprints.com/born-on/october-18,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-19,10,19,October 19,october-19,3♣,3 of Clubs,3,clubs,16,3-of-clubs,https://cardblueprints.com/birth-card/3-of-clubs,https://cardblueprints.com/born-on/october-19,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-20,10,20,October 20,october-20,2♣,2 of Clubs,2,clubs,15,2-of-clubs,https://cardblueprints.com/birth-card/2-of-clubs,https://cardblueprints.com/born-on/october-20,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-21,10,21,October 21,october-21,A♣,Ace of Clubs,A,clubs,14,ace-of-clubs,https://cardblueprints.com/birth-card/ace-of-clubs,https://cardblueprints.com/born-on/october-21,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-22,10,22,October 22,october-22,K♥,King of Hearts,K,hearts,13,king-of-hearts,https://cardblueprints.com/birth-card/king-of-hearts,https://cardblueprints.com/born-on/october-22,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-23,10,23,October 23,october-23,Q♥,Queen of Hearts,Q,hearts,12,queen-of-hearts,https://cardblueprints.com/birth-card/queen-of-hearts,https://cardblueprints.com/born-on/october-23,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-24,10,24,October 24,october-24,J♥,Jack of Hearts,J,hearts,11,jack-of-hearts,https://cardblueprints.com/birth-card/jack-of-hearts,https://cardblueprints.com/born-on/october-24,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-25,10,25,October 25,october-25,10♥,10 of Hearts,10,hearts,10,10-of-hearts,https://cardblueprints.com/birth-card/10-of-hearts,https://cardblueprints.com/born-on/october-25,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-26,10,26,October 26,october-26,9♥,9 of Hearts,9,hearts,9,9-of-hearts,https://cardblueprints.com/birth-card/9-of-hearts,https://cardblueprints.com/born-on/october-26,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-27,10,27,October 27,october-27,8♥,8 of Hearts,8,hearts,8,8-of-hearts,https://cardblueprints.com/birth-card/8-of-hearts,https://cardblueprints.com/born-on/october-27,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-28,10,28,October 28,october-28,7♥,7 of Hearts,7,hearts,7,7-of-hearts,https://cardblueprints.com/birth-card/7-of-hearts,https://cardblueprints.com/born-on/october-28,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-29,10,29,October 29,october-29,6♥,6 of Hearts,6,hearts,6,6-of-hearts,https://cardblueprints.com/birth-card/6-of-hearts,https://cardblueprints.com/born-on/october-29,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-30,10,30,October 30,october-30,5♥,5 of Hearts,5,hearts,5,5-of-hearts,https://cardblueprints.com/birth-card/5-of-hearts,https://cardblueprints.com/born-on/october-30,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
10-31,10,31,October 31,october-31,4♥,4 of Hearts,4,hearts,4,4-of-hearts,https://cardblueprints.com/birth-card/4-of-hearts,https://cardblueprints.com/born-on/october-31,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-01,11,1,November 1,november-1,6♦,6 of Diamonds,6,diamonds,32,6-of-diamonds,https://cardblueprints.com/birth-card/6-of-diamonds,https://cardblueprints.com/born-on/november-1,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-02,11,2,November 2,november-2,5♦,5 of Diamonds,5,diamonds,31,5-of-diamonds,https://cardblueprints.com/birth-card/5-of-diamonds,https://cardblueprints.com/born-on/november-2,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-03,11,3,November 3,november-3,4♦,4 of Diamonds,4,diamonds,30,4-of-diamonds,https://cardblueprints.com/birth-card/4-of-diamonds,https://cardblueprints.com/born-on/november-3,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-04,11,4,November 4,november-4,3♦,3 of Diamonds,3,diamonds,29,3-of-diamonds,https://cardblueprints.com/birth-card/3-of-diamonds,https://cardblueprints.com/born-on/november-4,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-05,11,5,November 5,november-5,2♦,2 of Diamonds,2,diamonds,28,2-of-diamonds,https://cardblueprints.com/birth-card/2-of-diamonds,https://cardblueprints.com/born-on/november-5,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-06,11,6,November 6,november-6,A♦,Ace of Diamonds,A,diamonds,27,ace-of-diamonds,https://cardblueprints.com/birth-card/ace-of-diamonds,https://cardblueprints.com/born-on/november-6,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-07,11,7,November 7,november-7,K♣,King of Clubs,K,clubs,26,king-of-clubs,https://cardblueprints.com/birth-card/king-of-clubs,https://cardblueprints.com/born-on/november-7,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-08,11,8,November 8,november-8,Q♣,Queen of Clubs,Q,clubs,25,queen-of-clubs,https://cardblueprints.com/birth-card/queen-of-clubs,https://cardblueprints.com/born-on/november-8,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-09,11,9,November 9,november-9,J♣,Jack of Clubs,J,clubs,24,jack-of-clubs,https://cardblueprints.com/birth-card/jack-of-clubs,https://cardblueprints.com/born-on/november-9,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-10,11,10,November 10,november-10,10♣,10 of Clubs,10,clubs,23,10-of-clubs,https://cardblueprints.com/birth-card/10-of-clubs,https://cardblueprints.com/born-on/november-10,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
